,branch,opted_in,total_download_started,total_opted_out,total_move_download,total_cancel_click,cs_provider
675,control,0,0,0,0,0,1
676,control,0,2,0,0,0,1
677,notification-interval-short,0,0,0,0,0,1
678,notification-interval-short,0,0,0,0,0,1
679,notification-interval-longer,0,0,0,0,0,1
680,notification-interval-short,0,1,0,0,0,2
681,control,0,0,0,0,0,1
682,notification-interval-short,0,0,0,0,0,2
683,notification-interval-longer,0,2,0,0,0,1
684,notification-interval-longer,0,0,0,0,0,1
685,notification-interval-short,0,0,0,0,0,1
686,notification-interval-short,1,2,0,0,0,1
687,notification-interval-longer,0,0,0,0,0,1
688,notification-interval-longer,0,0,0,0,0,1
689,notification-interval-short,0,0,0,0,0,2
690,notification-interval-longer,0,9,0,0,0,1
691,notification-interval-longer,0,0,0,0,0,1
692,notification-interval-longer,0,0,0,0,0,1
693,notification-interval-short,0,20,0,0,0,1
694,notification-interval-longer,0,0,0,0,0,1
695,control,0,0,0,0,0,2
696,control,0,0,0,0,0,1
697,control,0,0,0,0,0,1
698,notification-interval-longer,0,0,0,0,0,1
699,notification-interval-short,0,0,0,0,0,1
700,notification-interval-longer,0,0,0,0,0,1
701,control,0,0,0,0,0,1
702,control,0,0,0,0,0,1
703,notification-interval-short,0,0,0,0,0,1
704,notification-interval-longer,0,0,0,0,0,1
705,notification-interval-longer,0,3,0,0,0,1
706,control,0,0,0,0,0,1
707,notification-interval-longer,0,6,0,0,0,1
708,control,0,0,0,0,0,1
709,notification-interval-short,0,0,0,0,0,2
710,notification-interval-short,0,0,0,0,0,2
711,control,0,1,0,0,0,2
712,notification-interval-longer,0,0,0,0,0,1
713,notification-interval-longer,0,0,0,0,0,1
714,control,0,0,0,0,0,1
715,control,0,4,0,0,0,1
716,notification-interval-short,0,0,0,0,0,1
717,notification-interval-short,0,1,0,0,0,1
718,notification-interval-short,0,0,0,0,0,1
719,control,0,21,0,0,0,1
720,notification-interval-longer,0,9,0,0,1,2
721,control,0,0,0,0,0,1
722,notification-interval-longer,0,0,0,0,0,2
723,control,0,0,0,0,0,1
725,notification-interval-longer,0,0,0,0,0,1
726,control,0,0,0,0,0,1
727,notification-interval-short,0,0,0,0,0,1
728,notification-interval-short,1,3,0,0,0,1
729,notification-interval-short,0,0,0,0,0,2
730,control,0,0,0,0,0,1
731,notification-interval-longer,0,0,0,0,0,1
732,notification-interval-short,0,2,0,0,0,1
733,notification-interval-short,0,0,0,0,0,1
734,control,0,5,0,0,0,1
735,notification-interval-short,0,6,0,0,0,1
736,notification-interval-longer,0,2,0,0,0,2
737,control,0,0,0,0,0,1
738,notification-interval-longer,0,0,0,0,0,1
739,notification-interval-longer,0,0,0,0,0,1
740,notification-interval-short,0,0,0,0,0,2
741,control,0,0,0,0,0,1
742,control,0,26,0,0,0,1
743,notification-interval-longer,0,0,0,0,0,2
744,notification-interval-short,0,0,0,0,0,1
745,notification-interval-short,0,0,0,0,0,2
746,notification-interval-longer,0,0,0,0,0,1
747,control,0,0,0,0,0,1
748,notification-interval-short,0,0,0,0,0,1
749,notification-interval-longer,0,0,0,0,0,1
750,notification-interval-longer,0,0,0,0,0,1
751,notification-interval-short,0,0,0,0,0,1
752,notification-interval-short,0,3,0,0,0,1
753,notification-interval-longer,0,0,0,0,0,1
754,notification-interval-longer,0,0,0,0,0,2
755,control,0,0,0,0,0,1
756,notification-interval-short,0,0,0,0,0,1
757,notification-interval-short,0,0,0,0,0,1
758,notification-interval-longer,0,0,0,0,0,1
759,notification-interval-longer,0,0,0,0,0,1
760,notification-interval-longer,0,0,0,0,0,1
761,notification-interval-longer,0,0,0,0,0,1
762,control,0,0,0,0,0,1
763,notification-interval-longer,0,0,0,0,0,1
764,control,0,0,0,0,0,2
765,control,0,2,0,0,0,1
766,notification-interval-longer,0,0,0,0,0,2
767,notification-interval-longer,0,0,0,0,0,1
768,notification-interval-longer,0,0,0,0,0,1
769,notification-interval-short,0,0,0,0,0,1
770,notification-interval-longer,0,0,0,0,0,1
771,notification-interval-short,0,0,0,0,0,1
772,notification-interval-short,0,1,0,0,0,1
773,notification-interval-longer,0,16,0,0,0,1
774,notification-interval-short,0,0,0,0,0,1
775,notification-interval-longer,0,1,0,0,0,2
776,notification-interval-longer,0,0,0,0,0,2
777,notification-interval-short,0,0,0,0,0,1
778,notification-interval-longer,0,1,0,0,0,2
779,notification-interval-short,0,0,0,0,0,1
780,notification-interval-longer,0,0,0,0,0,1
782,notification-interval-longer,0,3,0,0,0,1
783,control,0,0,0,0,0,1
784,notification-interval-longer,0,8,0,0,0,1
785,notification-interval-longer,0,0,0,0,0,1
786,notification-interval-short,0,0,0,0,0,2
787,notification-interval-short,0,0,0,0,0,1
788,notification-interval-longer,0,0,0,0,0,1
789,notification-interval-short,0,0,0,0,0,1
790,notification-interval-short,0,1,0,0,0,1
791,control,0,5,0,0,0,1
792,control,0,24,0,0,0,1
793,notification-interval-short,0,0,0,0,0,1
794,control,0,3,0,0,0,1
795,notification-interval-longer,0,0,0,0,0,1
796,notification-interval-longer,0,0,0,0,0,1
797,notification-interval-longer,0,0,0,0,0,1
798,control,0,0,0,0,0,1
799,notification-interval-longer,0,0,0,0,0,1
800,control,0,1,0,0,0,1
801,notification-interval-longer,0,0,0,0,0,1
803,notification-interval-longer,0,7,0,0,1,1
804,notification-interval-longer,0,0,0,0,0,1
805,notification-interval-longer,0,2,0,0,0,1
806,notification-interval-short,0,16,0,0,0,1
807,control,0,0,0,0,0,1
808,control,0,42,0,0,0,2
809,notification-interval-short,0,0,0,0,0,2
810,notification-interval-longer,0,29,0,0,0,1
811,control,0,0,0,0,0,1
812,control,0,0,0,0,0,1
813,notification-interval-short,0,0,0,0,0,1
814,control,0,0,0,0,0,1
815,notification-interval-short,0,0,0,0,0,1
816,control,0,6,0,0,0,1
817,notification-interval-short,0,2,0,0,1,1
818,control,0,0,0,0,0,1
819,notification-interval-longer,0,0,0,0,0,1
820,control,0,22,0,0,0,1
821,notification-interval-short,0,0,0,0,0,1
822,notification-interval-longer,0,0,0,0,0,1
823,notification-interval-short,0,0,0,0,0,1
824,control,0,1,0,0,0,2
825,control,0,9,0,0,0,1
826,control,0,0,0,0,0,2
827,notification-interval-short,0,2,0,0,0,1
828,notification-interval-longer,0,0,0,0,0,1
829,control,0,0,0,0,0,1
830,control,0,10,0,0,0,1
831,notification-interval-short,0,0,0,0,0,1
832,notification-interval-longer,0,0,0,0,0,1
833,notification-interval-short,0,0,0,0,0,1
834,notification-interval-short,0,0,0,0,0,1
835,notification-interval-longer,0,0,0,0,0,1
836,notification-interval-short,0,0,0,0,0,2
837,notification-interval-longer,0,0,0,0,0,1
838,notification-interval-longer,0,0,0,0,0,1
839,notification-interval-longer,0,0,0,0,0,1
840,notification-interval-short,0,5,0,0,0,1
841,notification-interval-short,0,0,0,0,0,1
842,notification-interval-longer,0,0,0,0,0,2
843,control,0,0,0,0,0,1
844,notification-interval-longer,0,0,0,0,0,1
845,notification-interval-longer,0,49,0,0,4,1
846,control,0,3,0,0,0,1
847,notification-interval-short,0,0,0,0,0,1
848,notification-interval-longer,0,0,0,0,0,1
849,notification-interval-short,0,0,0,0,0,1
850,notification-interval-longer,0,0,0,0,0,1
851,notification-interval-short,0,0,0,0,0,1
852,notification-interval-short,0,1,0,0,0,1
853,notification-interval-short,0,0,0,0,0,1
854,control,0,0,0,0,0,1
855,control,0,3,0,0,0,1
856,notification-interval-longer,0,0,0,0,0,1
857,notification-interval-longer,0,3,0,0,0,1
858,notification-interval-short,0,4,0,0,0,1
859,notification-interval-longer,0,0,0,0,0,1
860,notification-interval-short,0,0,0,0,0,1
861,control,0,0,0,0,0,1
862,notification-interval-longer,0,0,0,0,0,1
863,control,0,0,0,0,0,1
864,control,0,2,0,0,0,1
865,notification-interval-short,0,1,0,0,0,1
866,notification-interval-short,0,0,0,0,0,1
867,control,0,0,0,0,0,1
868,notification-interval-short,0,11,0,0,0,1
869,notification-interval-longer,0,0,0,0,0,1
870,notification-interval-longer,0,4,0,0,0,1
871,control,0,2,0,0,0,1
872,control,0,13,0,0,0,1
873,notification-interval-longer,0,0,0,0,0,1
874,notification-interval-short,0,0,0,0,0,1
875,notification-interval-longer,0,0,0,0,0,1
876,control,0,0,0,0,0,1
877,control,0,2,0,0,0,1
878,notification-interval-short,0,0,0,0,0,1
879,notification-interval-longer,0,0,0,0,0,1
880,notification-interval-short,0,0,0,0,0,1
881,control,0,0,0,0,0,1
882,notification-interval-short,0,3,0,0,1,1
883,control,0,2,0,0,0,1
884,notification-interval-longer,0,0,0,0,0,1
885,control,0,0,0,0,0,2
886,control,0,0,0,0,0,1
887,control,0,0,0,0,0,2
888,notification-interval-longer,0,0,0,0,0,1
889,notification-interval-longer,0,0,0,0,0,1
890,notification-interval-short,0,0,0,0,0,2
891,notification-interval-longer,0,0,0,0,0,1
892,notification-interval-longer,0,0,0,0,0,1
893,notification-interval-longer,0,0,0,0,0,1
894,notification-interval-longer,0,0,0,0,0,1
895,notification-interval-short,0,15,0,0,3,2
896,notification-interval-longer,0,2,0,0,0,2
897,control,0,2,0,0,0,1
898,notification-interval-short,0,0,0,0,0,1
899,notification-interval-short,0,24,0,0,2,2
900,notification-interval-longer,0,3,0,0,0,1
901,notification-interval-short,1,2,0,0,0,1
902,notification-interval-longer,0,3,0,0,0,1
903,notification-interval-longer,0,0,0,0,0,1
904,notification-interval-short,0,0,0,0,0,1
905,notification-interval-short,0,6,0,0,1,1
906,control,0,1,0,0,0,1
907,control,0,0,0,0,0,1
908,notification-interval-longer,0,0,0,0,0,1
909,notification-interval-short,0,0,0,0,0,1
910,notification-interval-short,0,0,0,0,0,1
911,control,0,3,0,0,0,1
912,control,0,0,0,0,0,1
913,control,0,14,0,0,0,1
914,notification-interval-longer,0,38,0,0,0,1
915,notification-interval-short,0,0,0,0,0,1
916,notification-interval-short,0,0,0,0,0,1
917,control,0,13,0,0,0,1
918,control,0,0,0,0,0,2
919,notification-interval-longer,0,0,0,0,0,2
920,notification-interval-longer,0,1,0,0,1,1
921,notification-interval-longer,0,0,0,0,0,1
922,control,0,0,0,0,0,1
923,control,0,1,0,0,0,1
924,notification-interval-longer,0,0,0,0,0,1
925,notification-interval-short,0,0,0,0,0,1
926,notification-interval-short,0,0,0,0,0,1
927,notification-interval-short,0,0,0,0,0,1
928,notification-interval-longer,0,0,0,0,0,1
929,control,0,0,0,0,0,1
930,notification-interval-longer,0,0,0,0,0,1
931,notification-interval-longer,0,0,0,0,0,1
932,notification-interval-short,0,0,0,0,0,1
933,control,0,0,0,0,0,2
934,notification-interval-short,0,2,0,0,0,1
935,notification-interval-short,0,0,0,0,0,1
936,control,0,0,0,0,0,1
937,notification-interval-longer,0,0,0,0,0,1
938,notification-interval-short,0,3,0,0,1,1
939,notification-interval-longer,0,0,0,0,0,1
940,notification-interval-short,0,0,0,0,0,1
941,notification-interval-short,0,0,0,0,0,1
942,notification-interval-longer,0,0,0,0,0,1
943,control,0,0,0,0,0,2
944,notification-interval-longer,0,0,0,0,0,2
945,control,0,0,0,0,0,1
946,notification-interval-longer,0,0,0,0,0,1
947,notification-interval-short,0,0,0,0,0,1
948,notification-interval-longer,0,8,0,0,2,1
949,notification-interval-longer,0,0,0,0,0,1
950,notification-interval-longer,0,0,0,0,0,1
951,notification-interval-short,0,0,0,0,0,1
952,notification-interval-short,0,9,0,0,1,1
953,notification-interval-longer,0,0,0,0,0,2
954,notification-interval-short,0,1,0,0,0,1
955,control,0,0,0,0,0,1
956,notification-interval-short,0,0,0,0,0,1
957,control,0,1,0,0,0,1
958,notification-interval-longer,0,27,0,0,0,1
959,control,0,0,0,0,0,1
960,control,0,63,0,0,0,2
961,notification-interval-longer,0,0,0,0,0,1
962,notification-interval-short,0,1,0,0,0,1
963,notification-interval-short,0,0,0,0,0,1
964,notification-interval-longer,0,0,0,0,0,1
965,notification-interval-short,0,0,0,0,0,1
966,notification-interval-longer,0,0,0,0,0,1
967,notification-interval-short,0,0,0,0,0,2
968,notification-interval-longer,0,0,0,0,0,2
969,notification-interval-longer,0,0,0,0,0,1
970,control,0,0,0,0,0,1
971,notification-interval-longer,0,0,0,0,0,1
972,control,0,0,0,0,0,1
973,notification-interval-longer,0,0,0,0,0,2
974,notification-interval-short,0,0,0,0,0,1
975,notification-interval-short,0,15,0,0,0,1
976,notification-interval-longer,0,0,0,0,0,1
977,notification-interval-longer,0,0,0,0,0,1
978,notification-interval-longer,0,0,0,0,0,1
979,notification-interval-longer,0,0,0,0,0,1
980,notification-interval-short,0,0,0,0,0,1
981,notification-interval-short,0,0,0,0,0,1
982,control,0,0,0,0,0,1
983,notification-interval-short,0,7,0,0,0,1
984,notification-interval-longer,0,0,0,0,0,1
985,notification-interval-short,0,0,0,0,0,1
986,notification-interval-short,0,0,0,0,0,1
987,notification-interval-longer,0,0,0,0,0,1
988,notification-interval-longer,0,0,0,0,0,1
989,notification-interval-short,0,0,0,0,0,1
990,notification-interval-longer,0,31,0,0,1,1
991,control,0,0,0,0,0,1
992,notification-interval-short,0,0,0,0,0,1
993,notification-interval-short,0,0,0,0,0,1
994,control,0,0,0,0,0,1
995,notification-interval-longer,0,7,0,0,1,1
996,notification-interval-longer,0,26,0,0,0,1
997,control,0,10,0,0,0,1
998,control,0,0,0,0,0,1
999,notification-interval-longer,0,0,0,0,0,1
1000,notification-interval-short,0,1,0,0,0,1
1001,notification-interval-longer,0,0,0,0,0,1
1003,notification-interval-short,0,0,0,0,0,1
1004,notification-interval-short,0,0,0,0,0,1
1005,control,0,0,0,0,0,2
1006,notification-interval-longer,0,0,0,0,0,2
1007,control,0,0,0,0,0,1
1008,notification-interval-short,0,0,0,0,0,1
1009,notification-interval-longer,0,0,0,0,0,1
1010,notification-interval-longer,0,0,0,0,0,1
1011,notification-interval-short,0,2,0,0,0,1
1012,notification-interval-longer,0,3,0,0,0,1
1013,notification-interval-short,0,0,0,0,0,1
1014,control,0,0,0,0,0,1
1015,notification-interval-short,0,0,0,0,0,1
1016,notification-interval-short,0,0,0,0,0,1
1017,notification-interval-short,0,0,0,0,0,1
1018,notification-interval-longer,0,0,0,0,0,1
1019,control,0,0,0,0,0,1
1020,notification-interval-longer,0,0,0,0,0,1
1021,notification-interval-longer,0,0,0,0,0,1
1022,notification-interval-longer,0,0,0,0,0,1
1023,control,0,0,0,0,0,1
1024,notification-interval-longer,0,0,0,0,0,2
1025,control,0,5,0,0,0,1
1027,control,0,0,0,0,0,1
1028,control,0,0,0,0,0,1
1029,notification-interval-longer,0,1,0,0,0,1
1030,notification-interval-short,0,0,0,0,0,1
1031,notification-interval-short,0,1,0,0,0,1
1032,notification-interval-longer,0,7,0,0,0,1
1033,notification-interval-longer,0,3,0,0,0,1
1034,control,0,0,0,0,0,1
1035,notification-interval-short,0,2,0,0,0,1
1036,control,0,0,0,0,0,1
1037,control,0,5,0,0,0,1
1038,control,0,0,0,0,0,1
1039,notification-interval-longer,0,5,0,0,0,1
1040,notification-interval-short,0,4,0,0,0,1
1041,notification-interval-longer,0,0,0,0,0,1
1042,notification-interval-short,0,0,0,0,0,1
1043,control,0,48,0,0,0,1
1044,control,0,0,0,0,0,1
1045,control,0,2,0,0,0,1
1046,notification-interval-short,0,51,0,0,0,1
1047,notification-interval-short,0,0,0,0,0,1
1048,notification-interval-short,0,27,0,0,2,2
1049,notification-interval-short,0,0,0,0,0,1
1051,notification-interval-short,0,5,0,0,1,1
1052,notification-interval-longer,0,0,0,0,0,2
1053,control,0,0,0,0,0,2
1054,notification-interval-longer,0,0,0,0,0,1
1055,notification-interval-longer,0,0,0,0,0,1
1056,notification-interval-short,0,0,0,0,0,2
1057,notification-interval-short,0,26,0,0,2,1
1058,notification-interval-short,0,0,0,0,0,1
1059,notification-interval-longer,0,0,0,0,0,1
1060,notification-interval-longer,0,0,0,0,0,1
1061,notification-interval-longer,0,0,0,0,0,1
1062,notification-interval-longer,0,1,0,0,0,1
1063,notification-interval-longer,0,2,0,0,0,1
1064,notification-interval-longer,0,4,0,0,0,1
1065,notification-interval-longer,0,0,0,0,0,1
1066,notification-interval-longer,0,0,0,0,0,1
1067,control,0,10,0,0,0,1
1068,notification-interval-longer,0,0,0,0,0,1
1069,control,0,0,0,0,0,1
1070,notification-interval-longer,0,23,0,0,1,2
1071,control,0,0,0,0,0,1
1072,notification-interval-short,1,25,0,0,6,2
1073,notification-interval-longer,0,1,0,0,0,1
1074,control,0,3,0,0,0,1
1075,notification-interval-short,0,19,0,0,0,1
1076,notification-interval-longer,0,0,0,0,0,1
1077,control,0,43,0,0,0,1
1078,notification-interval-short,0,1,0,0,0,2
1079,notification-interval-short,0,8,0,0,0,1
1080,notification-interval-short,0,2,0,0,0,2
1081,notification-interval-longer,0,0,0,0,0,2
1082,notification-interval-longer,0,0,0,0,0,1
1083,notification-interval-longer,1,11,0,0,0,1
1084,notification-interval-short,0,0,0,0,0,1
1085,notification-interval-short,0,0,0,0,0,1
1086,control,0,0,0,0,0,1
1087,control,0,0,0,0,0,1
1088,control,0,0,0,0,0,1
1089,notification-interval-longer,0,0,0,0,0,1
1090,notification-interval-longer,0,2,0,0,1,1
1091,notification-interval-short,0,4,0,0,0,1
1092,notification-interval-longer,0,0,0,0,0,1
1093,control,0,1,0,0,0,1
1094,notification-interval-short,0,0,0,0,0,1
1095,notification-interval-short,0,6,0,0,0,1
1096,notification-interval-short,0,0,0,0,0,1
1097,notification-interval-short,0,0,0,0,0,1
1098,control,0,0,0,0,0,1
1099,notification-interval-short,0,0,0,0,0,2
1100,notification-interval-longer,0,0,0,0,0,1
1101,notification-interval-longer,0,0,0,0,0,1
1102,notification-interval-short,0,6,0,0,1,1
1103,notification-interval-longer,0,0,0,0,0,1
1104,notification-interval-longer,0,5,0,0,0,1
1105,notification-interval-short,0,0,0,0,0,1
1106,notification-interval-short,0,0,0,0,0,2
1107,notification-interval-short,0,11,0,0,0,1
1108,notification-interval-short,0,0,0,0,0,2
1109,control,0,22,0,0,0,1
1110,notification-interval-longer,0,0,0,0,0,1
1111,notification-interval-short,0,0,0,0,0,1
1112,notification-interval-longer,0,10,0,0,0,1
1113,notification-interval-longer,0,1,0,0,1,1
1114,notification-interval-short,0,0,0,0,0,1
1115,notification-interval-short,0,0,0,0,0,1
1116,notification-interval-short,0,0,0,0,0,1
1117,notification-interval-short,0,0,0,0,0,2
1118,notification-interval-longer,0,1,0,0,0,1
1119,notification-interval-short,0,0,0,0,0,1
1120,control,0,0,0,0,0,1
1121,notification-interval-longer,0,0,0,0,0,1
1122,control,0,2,0,0,0,2
1123,notification-interval-short,0,0,0,0,0,1
1124,notification-interval-longer,0,0,0,0,0,1
1125,notification-interval-short,0,2,0,0,0,1
1126,notification-interval-longer,0,5,0,0,1,1
1127,notification-interval-short,0,0,0,0,0,1
1128,control,0,1,0,0,0,1
1129,control,0,0,0,0,0,1
1130,notification-interval-longer,0,49,0,0,0,1
1131,notification-interval-longer,0,0,0,0,0,1
1132,notification-interval-longer,0,0,0,0,0,1
1133,notification-interval-longer,0,0,0,0,0,1
1134,control,0,0,0,0,0,1
1135,notification-interval-longer,0,0,0,0,0,1
1136,notification-interval-short,0,61,0,0,0,1
1137,notification-interval-longer,0,0,0,0,0,1
1138,control,0,0,0,0,0,2
1139,notification-interval-longer,0,0,0,0,0,1
1140,notification-interval-short,0,0,0,0,0,1
1141,control,0,12,0,0,0,1
1142,notification-interval-short,0,1,0,0,0,1
1143,notification-interval-short,0,0,0,0,0,1
1144,notification-interval-short,0,1,0,0,0,1
1145,control,0,3,0,0,0,1
1146,notification-interval-short,0,0,0,0,0,1
1147,notification-interval-longer,0,0,0,0,0,1
1148,notification-interval-short,0,0,0,0,0,1
1149,notification-interval-short,0,0,0,0,0,1
1150,control,0,0,0,0,0,1
1151,notification-interval-short,0,0,0,0,0,1
1152,notification-interval-longer,0,1,0,0,0,1
1153,notification-interval-short,0,34,0,0,1,1
1154,notification-interval-short,0,0,0,0,0,1
1155,notification-interval-short,0,0,0,0,0,1
